co_code,name,industry_type,incorporation_year,nse
107677,JASCH INDUSTRIES LTD.,Other textiles,1985.0,JASCHIND
142382,MAYUR UNIQUOTERS LTD.,Other textiles,1992.0,MAYURUNIQ
147688,MODERN TERRY TOWELS LTD. [MERGED],Other textiles,1976.0,MODERNWOOL
147693,MODERN THREADS (INDIA) LTD.,Other textiles,1980.0,MODTHREAD
165215,ORKAY INDUSTRIES LTD.,Other textiles,1966.0,ORKAY
167864,FIBERWEB (INDIA) LTD.,Other textiles,1985.0,FIBERWEB
177524,VOITH PAPER FABRICS INDIA LTD.,Other textiles,1968.0,PORRITSPEN
197785,RICHIMEN SILKS LTD.,Other textiles,1984.0,RICHSILK
224517,SHRI DINESH MILLS LTD.,Other textiles,1935.0,SHRIDINESH
244632,GLOBE TEXTILES (INDIA) LTD.,Other textiles,1995.0,GLOBE
271515,WELSPUN INDIA LTD.,Other textiles,1985.0,WELSPUNIND
272666,WINSOME YARNS LTD.,Other textiles,1990.0,WINSOME
286524,VINNY OVERSEAS LTD.,Other textiles,1992.0,VINNY
317632,INDUS FILA LTD.,Other textiles,1999.0,INDUSFILA
368716,FLEXITUFF VENTURES INTL. LTD.,Other textiles,1993.0,FLEXITUFF
370659,HANUNG TOYS & TEXTILES LTD.,Other textiles,1990.0,HANUNG
380217,ARROW TEXTILES LTD. [MERGED],Other textiles,2008.0,ARROWTEX
527724,DIGJAM LTD.,Other textiles,2015.0,DIGJAMLMTD
581723,VERA SYNTHETIC LTD.,Other textiles,2000.0,VERA
598166,VAXTEX COTFAB LTD.,Other textiles,2005.0,VCL
5417,PROVOGUE (INDIA) LTD.,Readymade garments,1997.0,PROVOGE
37464,E-LAND APPAREL LTD.,Readymade garments,1997.0,ELAND
43288,CELEBRITY FASHIONS LTD.,Readymade garments,1988.0,CELEBRITY
85402,DOLLAR INDUSTRIES LTD.,Readymade garments,1993.0,DOLLAR
119632,KEWAL KIRAN CLOTHING LTD.,Readymade garments,1992.0,KKCL
121506,KITEX GARMENTS LTD.,Readymade garments,1992.0,KITEX
129907,LOVABLE LINGERIE LTD.,Readymade garments,1987.0,LOVABLE
129991,LOYAL TEXTILE MILLS LTD.,Readymade garments,1946.0,LOYALTEX
130459,LUX INDUSTRIES LTD.,Readymade garments,1995.0,LUXIND
142004,V I P CLOTHING LTD.,Readymade garments,1991.0,VIPCLOTHNG
168589,PAGE INDUSTRIES LTD.,Readymade garments,1994.0,PAGEIND
173276,PEARL GLOBAL LTD. [MERGED],Readymade garments,1979.0,PEARLGLOBL
200979,RUPA & CO. LTD.,Readymade garments,1985.0,RUPA
204548,S P L INDUSTRIES LTD. (DELHI),Readymade garments,1991.0,SPLIL
245897,T C N S CLOTHING CO. LTD.,Readymade garments,1997.0,TCNSBRANDS
275551,ZODIAC CLOTHING CO. LTD.,Readymade garments,1984.0,ZODIACLOTH
320311,CANTABIL RETAIL INDIA LTD.,Readymade garments,1989.0,CANTABIL
352615,SUDAR INDUSTRIES LTD.,Readymade garments,2002.0,SUDAR
368794,PEARL GLOBAL INDS. LTD.,Readymade garments,1989.0,PGIL
369866,S P APPARELS LTD.,Readymade garments,2005.0,SPAL
369886,GOKALDAS EXPORTS LTD.,Readymade garments,2004.0,GOKEX
370666,KOUTONS RETAIL INDIA LTD.,Readymade garments,1994.0,KOUTONS
402627,THOMAS SCOTT (INDIA) LTD.,Readymade garments,2010.0,THOMASCOTT
424669,ASHAPURA INTIMATES FASHION LTD.,Readymade garments,2006.0,AIFL
458577,MOMAI APPARELS LTD. [MERGED],Readymade garments,2010.0,MOMAI
536435,I R I S CLOTHINGS LTD.,Readymade garments,2011.0,IRISDOREME
542946,LIBAS CONSUMER PRODUCTS LTD.,Readymade garments,2004.0,LIBAS
547344,NANDANI CREATION LTD.,Readymade garments,2012.0,JAIPURKURT
8280,AHIMSA INDUSTRIES LTD.,Polymers,1996.0,AHIMSA
11366,ALLIED RESINS & CHEMICALS LTD. [MERGED],Polymers,1959.0,ALLIEDRES
20327,ARROW GREENTECH LTD.,Polymers,1992.0,ARROWGREEN
31365,INEOS STYROLUTION INDIA LTD.,Polymers,1973.0,INEOSSTYRO
33537,BHANSALI ENGINEERING POLYMERS LTD.,Polymers,1984.0,BEPL
45862,CHEMPLAST SANMAR LTD.,Polymers,1985.0,CHEMPLASTS
71466,F C L TECHNOLOGIES & PRODUCTS LTD. [MERGED],Polymers,1985.0,FLEXCHEM
98928,INDIAN PETROCHEMICALS CORPN. LTD. [MERGED],Polymers,1969.0,IPCL
122732,KOTHARI PETROCHEMICALS LTD.,Polymers,1989.0,KOTHARIPET
176887,POLYCHEM LTD.,Polymers,1955.0,POLYCHEM
190493,RAJASTHAN POLYMERS & RESINS LTD. [MERGED],Polymers,1991.0,RAJASPOLY
231613,SOUTH ASIAN PETROCHEM LTD. [MERGED],Polymers,1996.0,SAPL
242059,SUPREME PETROCHEM LTD.,Polymers,1989.0,SPLPETRO
80995,GENUS POWER INFRASTRUCTURES LTD.,Miscellaneous manufactured articles,1992.0,GENUSPOWER
118322,KAVVERI TELECOM PRODUCTS LTD.,Miscellaneous manufactured articles,1996.0,KAVVERITEL
161820,NOVA ELECTRO MAGNETICS LTD.,Miscellaneous manufactured articles,1989.0,NOVAELEMAG
173849,PALCO LTD.,Miscellaneous manufactured articles,1989.0,PENNARALUM
174449,PERMANENT MAGNETS LTD.,Miscellaneous manufactured articles,1960.0,PERMAGNET
176861,POLY MEDICURE LTD.,Miscellaneous manufactured articles,1995.0,POLYMED
195672,REAL VALUE APPLIANCES LTD.,Miscellaneous manufactured articles,1989.0,REALVALAPL
265399,VIDEOCON NARMADA ELECTRONICS LTD. [MERGED],Miscellaneous manufactured articles,1990.0,VDONARMAD
399777,PARAS DEFENCE & SPACE TECHNOLOGIES LTD.,Miscellaneous manufactured articles,2009.0,PARAS
510045,SAB EVENTS & GOVERNANCE NOW MEDIA LTD.,Miscellaneous manufactured articles,2014.0,SABEVENTS
6431,ADITYA SPINNERS LTD.,Cotton & blended yarn,1991.0,ADITYASPIN
11955,ALPS INDUSTRIES LTD.,Cotton & blended yarn,1972.0,ALPSINDUS
12577,AMARJOTHI SPINNING MILLS LTD.,Cotton & blended yarn,1987.0,AMARJOTHI
13029,AMBIKA COTTON MILLS LTD.,Cotton & blended yarn,1988.0,AMBIKCO
16635,SHIVA TEXYARN LTD.,Cotton & blended yarn,1980.0,SHIVATEX
19499,ARIHANT COTSYN LTD.,Cotton & blended yarn,1987.0,ARIHANTCOT
19624,ARIHANT THREADS LTD.,Cotton & blended yarn,1992.0,ARIHANTRED
24074,ATLANTIC SPINNING & WVG. MILLS LTD.,Cotton & blended yarn,1986.0,ATLANTSPG
30228,BANNARI AMMAN SPG. MILLS LTD.,Cotton & blended yarn,1989.0,BASML
41009,C T COTTON YARN LTD.,Cotton & blended yarn,1993.0,CTCOTTON
46134,CHESLIND TEXTILES LTD. [MERGED],Cotton & blended yarn,1989.0,CHESLINTEX
59394,DEWAN RUBBER INDS. LTD.,Cotton & blended yarn,1984.0,DEWANRUB
69244,ESKAY K'N'IT (INDIA) LTD.,Cotton & blended yarn,1987.0,SHREEKRPET
77423,G T N INDUSTRIES LTD.,Cotton & blended yarn,1962.0,GTNIND
78917,GANGOTRI TEXTILES LTD.,Cotton & blended yarn,1989.0,GANGOTRI
81643,GINNI FILAMENTS LTD.,Cotton & blended yarn,1982.0,GINNIFILA
86608,GUJARAT AMBUJA COTSPIN LTD. [MERGED],Cotton & blended yarn,1988.0,GUJAMBCOTS
123354,K-LIFESTYLE & INDUSTRIES LTD.,Cotton & blended yarn,1987.0,SHREEKRPOL
126400,LAKSHMI MILLS CO. LTD.,Cotton & blended yarn,1910.0,LAKSHMIMIL
134562,MADURA COATS PVT. LTD.,Cotton & blended yarn,1974.0,MADURACOAT
135967,VARDHMAN TEXTILES LTD.,Cotton & blended yarn,1973.0,VTL
136570,MAIKAAL FIBRES LTD.,Cotton & blended yarn,1991.0,MAIKALFIBR
137554,MALWA COTTON SPG. MILLS LTD.,Cotton & blended yarn,1976.0,MALWACOTT
151951,N E P C TEXTILES LTD.,Cotton & blended yarn,1993.0,NEPCTEX
153631,NAHAR INDUSTRIAL ENTERPRISES LTD.,Cotton & blended yarn,1983.0,NAHARINDUS
153633,NAHAR INTERNATIONAL LTD. [MERGED],Cotton & blended yarn,1970.0,NAHARINTL
153642,NAHAR SPINNING MILLS LTD.,Cotton & blended yarn,1980.0,NAHARSPING
160920,NITIN SPINNERS LTD.,Cotton & blended yarn,1992.0,NITINSPIN
172209,PASUPATI FABRICS LTD.,Cotton & blended yarn,1991.0,PASUPATI
180393,PRECOT LTD.,Cotton & blended yarn,1962.0,PRECOT
190319,RAJAPALAYAM MILLS LTD.,Cotton & blended yarn,1936.0,RAJPALAYAM
190511,R S W M LTD.,Cotton & blended yarn,1960.0,RSWM
196594,RELIANCE CHEMOTEX INDS. LTD.,Cotton & blended yarn,1977.0,RELCHEMQ
205753,S T I INDIA LTD.,Cotton & blended yarn,1984.0,STINDIA
209219,SAMBANDAM SPINNING MILLS LTD.,Cotton & blended yarn,1973.0,SAMBANDAM
218422,SHAMKEN SPINNERS LTD.,Cotton & blended yarn,1990.0,SHAMKNSPIN
223320,SHREE RAJASTHAN SYNTEX LTD.,Cotton & blended yarn,1979.0,SHRERAJSYN
228346,SINTEX INDUSTRIES LTD.,Cotton & blended yarn,1931.0,SINTEX
232916,C L C INDUSTRIES LTD.,Cotton & blended yarn,1991.0,SPENTEX
233133,SPORTKING INDIA LTD.,Cotton & blended yarn,1989.0,SPORTKING
241501,SUPER SALES INDIA LTD.,Cotton & blended yarn,1981.0,SUPER
241535,SUPER SPINNING MILLS LTD.,Cotton & blended yarn,1962.0,SUPERSPIN
243438,SURYALAKSHMI COTTON MILLS LTD.,Cotton & blended yarn,1962.0,SURYALAXMI
243495,SURYAVANSHI SPINNING MILLS LTD.,Cotton & blended yarn,1978.0,SURYVANSPG
246546,T T LTD.,Cotton & blended yarn,1978.0,TTL
249949,TEXTOOL CO. LTD. [MERGED],Cotton & blended yarn,1946.0,TEXTOOL
262626,VARDHMAN POLYTEX LTD.,Cotton & blended yarn,1980.0,VARDMNPOLY
310602,S E L MANUFACTURING CO. LTD.,Cotton & blended yarn,2000.0,SELMC
368639,RAJVIR INDUSTRIES LTD.,Cotton & blended yarn,2004.0,RAJVIR
370544,BIRLA COTSYN (INDIA) LTD.,Cotton & blended yarn,1941.0,BIRLACOT
370620,G T N TEXTILES LTD.,Cotton & blended yarn,2005.0,GTNTEX
386002,LAXMI COTSPIN LTD.,Cotton & blended yarn,2005.0,LAXMICOT
423537,LAGNAM SPINTEX LTD.,Cotton & blended yarn,2010.0,LAGNAM
482754,AKSHAR SPINTEX LTD.,Cotton & blended yarn,2013.0,AKSHAR
484197,UNITED POLYFAB GUJARAT LTD.,Cotton & blended yarn,2010.0,UNITEDPOLY
531118,SHIVA MILLS LTD.,Cotton & blended yarn,2015.0,SHIVAMILLS
556178,D C M NOUVELLE LTD.,Cotton & blended yarn,2016.0,DCMNVL
5574,ACRYSIL LTD.,Ceramic products,1987.0,ACRYSIL
31927,BELL CERAMICS LTD. [MERGED],Ceramic products,1985.0,BELLCERATL
114150,KAJARIA CERAMICS LTD.,Ceramic products,1985.0,KAJARIACER
130769,M B INDUSTRIES LTD.,Ceramic products,1983.0,MBIND
151174,MURUDESHWAR CERAMICS LTD.,Ceramic products,1983.0,MURUDCERA
160802,NITCO LTD.,Ceramic products,1966.0,NITCO
164762,ORIENT BELL LTD.,Ceramic products,1977.0,ORIENTBELL
239603,SUN EARTH CERAMICS LTD.,Ceramic products,1978.0,SUNEARTH
356683,EURO CERAMICS LTD.,Ceramic products,2002.0,EUROCERA
410217,LEXUS GRANITO (INDIA) LTD.,Ceramic products,2008.0,LEXUS
459154,EXXARO TILES LTD.,Ceramic products,2008.0,EXXARO
5791,ADARSH CHEMICALS & FERTILISERS LTD.,Organic chemicals,1957.0,ADARSHCHEM
10903,ALKYL AMINES CHEMICALS LTD.,Organic chemicals,1979.0,ALKYLAMINE
15246,ANDHRA PETROCHEMICALS LTD.,Organic chemicals,1984.0,ANDHRAPET
29258,BALAJI AMINES LTD.,Organic chemicals,1988.0,BALAMINES
32996,BHAGERIA INDUSTRIES LTD.,Organic chemicals,1989.0,BHAGERIA
56452,DAURALA ORGANICS LTD. [MERGED],Organic chemicals,1990.0,DAURALAORG
61622,BODAL CHEMICALS LTD.,Organic chemicals,1986.0,BODALCHEM
63445,MANGALAM ORGANICS LTD.,Organic chemicals,1981.0,MANORG
78509,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.,Organic chemicals,1988.0,GANESHANHY
83018,GODREJ INDUSTRIES LTD.,Organic chemicals,1988.0,GODREJIND
87207,GULSHAN POLYOLS LTD.,Organic chemicals,2000.0,GULPOLY
92450,S I GROUP-INDIA PVT. LTD.,Organic chemicals,1963.0,SIGROUPIND
94092,HINDUSTAN NITROPRODUCTS GUJARAT LTD.,Organic chemicals,1990.0,HINDNITRO
96562,I F B AGRO INDS. LTD.,Organic chemicals,1982.0,IFBAGRO
96611,I G PETROCHEMICALS LTD.,Organic chemicals,1988.0,IGPL
103621,J F LABORATORIES LTD.,Organic chemicals,1988.0,JFLABS
109775,JINDAL DRUGS PVT. LTD.,Organic chemicals,1982.0,JINDALDRUG
110164,JOCIL LTD.,Organic chemicals,1978.0,JOCIL
110914,JUPITER BIOSCIENCE LTD.,Organic chemicals,1985.0,JUPITER
127507,LAXMI ORGANIC INDS. LTD.,Organic chemicals,1989.0,LXCHEM
137790,MANALI PETROCHEMICALS LTD.,Organic chemicals,1986.0,MANALIPETC
140784,MARUTI ORGANICS LTD.,Organic chemicals,1991.0,MARUTIORGN
157605,NEOGEN CHEMICALS LTD.,Organic chemicals,1989.0,NEOGEN
160118,NIRAJ PETROCHEMICALS LTD.,Organic chemicals,1987.0,NIRAJPETRO
175622,PIONEER DISTILLERIES LTD.,Organic chemicals,1992.0,PIONDIST
188944,RADICO KHAITAN LTD. [MERGED],Organic chemicals,1978.0,RADICOKHAI
201042,RUPANGI IMPEX LTD.,Organic chemicals,1989.0,RUPANGIMPX
232966,SPIC ORGANICS LTD. [MERGED],Organic chemicals,1985.0,UBPETRO
247249,TAMILNADU PETROPRODUCTS LTD.,Organic chemicals,1984.0,TNPETRO
250547,THIRUMALAI CHEMICALS LTD.,Organic chemicals,1972.0,TIRUMALCHM
267081,VINATI ORGANICS LTD.,Organic chemicals,1989.0,VINATIORGA
269185,VISION ORGANICS LTD.,Organic chemicals,1994.0,VISIONLTD
380323,AURANGABAD DISTILLERY LTD.,Organic chemicals,2000.0,AURDIS
407582,CLEAN SCIENCE & TECHNOLOGY LTD.,Organic chemicals,2003.0,CLEAN
504644,AETHER INDUSTRIES LTD.,Organic chemicals,2013.0,AETHER
544240,VALIANT ORGANICS LTD.,Organic chemicals,2005.0,VALIANTORG
597523,FAIRCHEM ORGANICS LTD.,Organic chemicals,2019.0,FAIRCHEMOR
31612,BEDMUTHA INDUSTRIES LTD.,Other ferrous metal products,1990.0,BEDMUTHA
33980,BHARAT WIRE ROPES LTD.,Other ferrous metal products,1986.0,BHARATWIRE
53465,D C M LTD.,Other ferrous metal products,1889.0,DCM
66736,ELECTROTHERM (INDIA) LTD.,Other ferrous metal products,1986.0,ELECTHERM
68091,LLOYDS STEELS INDS. LTD.,Other ferrous metal products,1994.0,LSIL
70379,EVEREST KANTO CYLINDER LTD.,Other ferrous metal products,1978.0,EKC
80259,GEEKAY WIRES LTD.,Other ferrous metal products,1989.0,GEEKAYWIRE
105188,J T L INFRA LTD.,Other ferrous metal products,1991.0,JTLINFRA
105677,JAI BALAJI INDS. LTD.,Other ferrous metal products,1999.0,JAIBALAJI
109856,JINDAL STEEL & POWER LTD.,Other ferrous metal products,1979.0,JINDALSTEL
121515,SETHI ENGINEERS & FOUNDRY LTD.,Other ferrous metal products,1987.0,KITSTEEL
125272,L G BALAKRISHNAN & BROS. LTD.,Other ferrous metal products,1956.0,LGBBROSLTD
126425,LAKSHMI PRECISION SCREWS LTD.,Other ferrous metal products,1968.0,LAKPRE
147625,MODERN MALLEABLES LTD.,Other ferrous metal products,1982.0,MODERNMAL
148837,J S W ISPAT SPECIAL PRODUCTS LTD.,Other ferrous metal products,1990.0,JSWISPL
150573,MULTI ARC INDIA LTD.,Other ferrous metal products,1986.0,MULTIARC
161866,NOVA STEELS (INDIA) LTD.,Other ferrous metal products,1973.0,NOVASTEEL
172479,PATHEJA FORGINGS & AUTO-PARTS MFRS. LTD.,Other ferrous metal products,1968.0,PATHEJAFOR
180276,PRECISION FASTENERS LTD.,Other ferrous metal products,1965.0,PRECSNFAST
189737,SARDA ENERGY & MINERALS LTD.,Other ferrous metal products,1973.0,SARDAEN
191796,RAJRATAN GLOBAL WIRE LTD.,Other ferrous metal products,1988.0,RAJRATAN
213256,SARTHAK METALS LTD.,Other ferrous metal products,1995.0,SMLT
228995,SKIPPER LTD.,Other ferrous metal products,1981.0,SKIPPER
236905,STERLING TOOLS LTD.,Other ferrous metal products,1979.0,STERTOOLS
242009,SUPREME ENGINEERING LTD.,Other ferrous metal products,1987.0,SUPREMEENG
243328,SURYA ROSHNI LTD.,Other ferrous metal products,1973.0,SURYAROSNI
245202,H L E GLASCOAT LTD.,Other ferrous metal products,1991.0,HLEGLAS
248173,TATA S S L LTD. [MERGED],Other ferrous metal products,1958.0,SPECIALSTL
248823,TECHNOFAB ENGINEERING LTD.,Other ferrous metal products,1971.0,TECHNOFAB
258946,USHA MARTIN LTD.,Other ferrous metal products,1986.0,USHAMART
259019,USHA MARTIN INDS. LTD. [MERGED],Other ferrous metal products,1960.0,USHAMARTIN
268056,VIRAJ ALLOYS LTD. [MERGED],Other ferrous metal products,1990.0,VIRAJALLOY
268070,VIRAJ FORGINGS LTD. [MERGED],Other ferrous metal products,1995.0,VIRAJFORG
333246,SHRI RAMRUPAI BALAJI STEELS LTD. [MERGED],Other ferrous metal products,2002.0,BALASTEELS
337212,SHYAM METALICS & ENERGY LTD.,Other ferrous metal products,2002.0,SHYAMMETL
378125,E S L STEEL LTD.,Other ferrous metal products,2006.0,ELECTROSL
380506,PENNAR ENGINEERED BUILDING SYSTEMS LTD. [MERGED],Other ferrous metal products,2008.0,PENPEBS
388583,SINTERCOM INDIA LTD.,Other ferrous metal products,2007.0,SINTERCOM
399774,SALASAR TECHNO ENGG. LTD.,Other ferrous metal products,2001.0,SALASAR
404930,ULTRA WIRING CONNECTIVITY SYSTEM LTD.,Other ferrous metal products,2005.0,UWCSL
523648,CAPCO INDUSTRIES LTD.,Other ferrous metal products,2007.0,CAPCO
10872,ALKALI METALS LTD.,Inorganic chemicals,1968.0,ALKALI
15303,ANDHRA SUGARS LTD.,Inorganic chemicals,1947.0,ANDHRSUGAR
27347,LINDE INDIA LTD.,Inorganic chemicals,1935.0,LINDEINDIA
48093,CITURGIA BIOCHEMICALS LTD.,Inorganic chemicals,1974.0,CITURGIBIO
70775,EXCEL INDUSTRIES LTD.,Inorganic chemicals,1960.0,EXCELINDUS
88524,PRIVI SPECIALITY CHEMICALS LTD.,Inorganic chemicals,1985.0,PRIVISCL
99285,INDO BORAX & CHEMICALS LTD.,Inorganic chemicals,1980.0,INDOBORAX
101066,INOX AIR PRODUCTS PVT. LTD.,Inorganic chemicals,1963.0,INDOXYGEN
119709,VISHNU CHEMICALS LTD.,Inorganic chemicals,1993.0,VISHNU
151022,MURABLACK INDIA LTD.,Inorganic chemicals,1988.0,MURABLACK
155637,NATIONAL OXYGEN LTD.,Inorganic chemicals,1974.0,NOL
155641,NATIONAL PEROXIDE LTD.,Inorganic chemicals,1954.0,NATPEROXID
174924,P C B L LTD.,Inorganic chemicals,1960.0,PCBL
176967,NAVIN FLUORINE INTL. LTD.,Inorganic chemicals,1998.0,NAVINFLUOR
226877,SIGACHI INDUSTRIES LTD.,Inorganic chemicals,1989.0,SIGACHI
233583,T G V SRAAC LTD.,Inorganic chemicals,1981.0,SREERAYALK
235282,SEYA INDUSTRIES LTD.,Inorganic chemicals,1990.0,SEYAIND
247391,TANFAC INDUSTRIES LTD.,Inorganic chemicals,1972.0,TANFACIND
248256,TATVA CHINTAN PHARMA CHEM LTD.,Inorganic chemicals,1996.0,TATVA
253023,TRANSPEK INDUSTRY LTD.,Inorganic chemicals,1965.0,TRANSPEK
256715,ULTRAMARINE & PIGMENTS LTD.,Inorganic chemicals,1960.0,ULTRMARINE
325723,HINDCON CHEMICALS LTD.,Inorganic chemicals,1998.0,HINDCON
371842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Inorganic chemicals,2005.0,SRHHYPOLTD
371918,SHRI ASTER SILICATES LTD.,Inorganic chemicals,1996.0,SHRIASTER
386587,OMKAR SPECIALITY CHEMICALS LTD.,Inorganic chemicals,2005.0,OMKARCHEM
52214,DELTA CORP LTD.,Other recreational & allied services,1990.0,DELTACORP
181554,PRIME FOCUS LTD.,Other recreational & allied services,1997.0,PFOCUS
337792,WONDERLA HOLIDAYS LTD.,Other recreational & allied services,2002.0,WONDERLA
369131,S R S LTD.,Other recreational & allied services,2000.0,SRSLTD
15564,ANIK SHIP BREAKING INDS. LTD.,Diversified metal & metal products,1993.0,ANIKSHIP
107690,JASH ENGINEERING LTD.,Diversified metal & metal products,1973.0,JASH
164907,ORICON ENTERPRISES LTD.,Diversified metal & metal products,1968.0,ORICONENT
172931,PAVNA INDUSTRIES LTD.,Diversified metal & metal products,1994.0,PAVNAIND
177066,PONDY OXIDES & CHEMICALS LTD.,Diversified metal & metal products,1995.0,PONDYOXIDE
414626,MANAKSIA COATED METALS & INDS. LTD.,Diversified metal & metal products,2010.0,MANAKCOAT
414627,MANAKSIA STEELS LTD.,Diversified metal & metal products,2001.0,MANAKSTEEL
6923,ADOR WELDING LTD.,Miscellaneous electrical machinery,1951.0,ADORWELD
69059,ESAB INDIA LTD.,Miscellaneous electrical machinery,1987.0,ESABINDIA
85430,GRAPHITE INDIA LTD. [MERGED],Miscellaneous electrical machinery,1962.0,GRAPHIT
91512,HAVELLS INDIA LTD.,Miscellaneous electrical machinery,1983.0,HAVELLS
99432,PANASONIC CARBON INDIA CO. LTD.,Miscellaneous electrical machinery,1982.0,PANCARBON
147607,MODERN INSULATORS LTD.,Miscellaneous electrical machinery,1982.0,MODINSULAT
185847,R E P L ENGINEERING LTD.,Miscellaneous electrical machinery,1979.0,REPLENGINE
261187,V-GUARD INDUSTRIES LTD.,Miscellaneous electrical machinery,1996.0,VGUARD
271442,WELLMAN INCANDESCENT INDIA LTD.,Miscellaneous electrical machinery,1962.0,WELMANINCA
426496,VETO SWITCHGEARS & CABLES LTD.,Miscellaneous electrical machinery,2007.0,VETO
509889,WONDER FIBROMATS LTD.,Miscellaneous electrical machinery,2009.0,WFL
10397,RHODIA SPECIALTY CHEMICALS INDIA PVT. LTD.,"Cosmetics, toiletries, soaps & detergents",1965.0,ALBRMORARJ
12482,AMAR REMEDIES LTD.,"Cosmetics, toiletries, soaps & detergents",1984.0,AMAR
49138,COLGATE-PALMOLIVE (INDIA) LTD.,"Cosmetics, toiletries, soaps & detergents",1937.0,COLPAL
54885,DABUR INDIA LTD.,"Cosmetics, toiletries, soaps & detergents",1975.0,DABUR
67417,EMAMI LTD.,"Cosmetics, toiletries, soaps & detergents",1983.0,EMAMILTD
78091,GALAXY SURFACTANTS LTD.,"Cosmetics, toiletries, soaps & detergents",1986.0,GALAXYSURF
92328,HENKEL SPIC INDIA LTD. [MERGED],"Cosmetics, toiletries, soaps & detergents",1987.0,SPICFINE
94080,HINDUSTAN UNILEVER LTD.,"Cosmetics, toiletries, soaps & detergents",1933.0,HINDUNILVR
111105,JYOTHY LABS LTD.,"Cosmetics, toiletries, soaps & detergents",1992.0,JYOTHYLAB
177030,POND'S (INDIA) LTD. [MERGED],"Cosmetics, toiletries, soaps & detergents",1977.0,PONDS
182523,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,"Cosmetics, toiletries, soaps & detergents",1964.0,PGHH
195774,RECKITT BENCKISER (INDIA) PVT. LTD.,"Cosmetics, toiletries, soaps & detergents",1951.0,RECKCOLMAN
202623,S H KELKAR & CO. LTD.,"Cosmetics, toiletries, soaps & detergents",1955.0,SHK
263154,VASHISTI DETERGENTS LTD. [MERGED],"Cosmetics, toiletries, soaps & detergents",1988.0,TATAVASHIS
371432,J H S SVENDGAARD LABORATORIES LTD.,"Cosmetics, toiletries, soaps & detergents",2004.0,JHS
388926,BAJAJ CONSUMER CARE LTD.,"Cosmetics, toiletries, soaps & detergents",2006.0,BAJAJCON
519056,F S N E-COMMERCE VENTURES LTD.,"Cosmetics, toiletries, soaps & detergents",2012.0,NYKAA
58355,DENMUR FAX ROLL LTD.,Paper products,1992.0,DENMURFAX
117636,KARUR K C P PACKKAGINGS LTD.,Paper products,1991.0,KARURKCP
202815,S J S ENTERPRISES LTD.,Paper products,2005.0,SJS
240054,SUNDARAM MULTI PAP LTD.,Paper products,1995.0,SUNDARAM
389400,AIRO LAM LTD.,Paper products,2007.0,AIROLAM
479489,BALKRISHNA PAPER MILLS LTD.,Paper products,2013.0,BALKRISHNA
545365,B & B TRIPLEWALL CONTAINERS LTD.,Paper products,2011.0,BBTCL
35335,BIAX LTD. [MERGED],Plastic films & flexible packaging,1988.0,BIAX
51546,COSMO FIRST LTD.,Plastic films & flexible packaging,1976.0,COSMOFIRST
69826,ESTER INDUSTRIES LTD.,Plastic films & flexible packaging,1985.0,ESTER
73840,UFLEX LTD.,Plastic films & flexible packaging,1988.0,UFLEX
79484,GARWARE HI-TECH FILMS LTD.,Plastic films & flexible packaging,1957.0,GRWRHITECH
82665,GLORY FILMS LTD.,Plastic films & flexible packaging,1997.0,GLORY
109832,JINDAL POLY FILMS LTD.,Plastic films & flexible packaging,1974.0,JINDALPOLY
153622,NAHAR POLY FILMS LTD.,Plastic films & flexible packaging,1988.0,NAHARPOLY
176978,POLYPLEX CORPORATION LTD.,Plastic films & flexible packaging,1984.0,POLYPLEX
180852,PREMIER POLYFILM LTD.,Plastic films & flexible packaging,1992.0,PREMIERPOL
227299,SILTAP CHEMICALS LTD. [MERGED],Plastic films & flexible packaging,1982.0,SILTAPCHEM
255472,T C P L PACKAGING LTD.,Plastic films & flexible packaging,1987.0,TCPLPACK
273419,XPRO INDIA LTD.,Plastic films & flexible packaging,1997.0,XPROINDIA
654272,D K ENTERPRISES GLOBAL LTD.,Plastic films & flexible packaging,2019.0,DKEGL
6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,Hotels & restaurants,1987.0,ADVANIHOTR
18139,APOLLO SINDOORI HOTELS LTD.,Hotels & restaurants,1998.0,APOLSINHOT
22819,ASIAN HOTELS (NORTH) LTD.,Hotels & restaurants,1980.0,ASIANHOTNR
33133,T G B BANQUETS & HOTELS LTD.,Hotels & restaurants,1999.0,TGBHOTELS
33775,BHARAT HOTELS LTD.,Hotels & restaurants,1981.0,BHARATHOT
44111,CHALET HOTELS LTD.,Hotels & restaurants,1986.0,CHALET
64533,E I H ASSOCIATED HOTELS LTD.,Hotels & restaurants,1983.0,EIHAHOTELS
64535,E I H LTD.,Hotels & restaurants,1949.0,EIHOTEL
95410,H L V LTD.,Hotels & restaurants,1981.0,HLVLTD
95533,HOTEL SREE KRISHNA LTD. [MERGED],Hotels & restaurants,1972.0,HOTELSRKRI
97062,I T C HOTELS LTD. [MERGED],Hotels & restaurants,1972.0,ITCHOTEL
97508,IGGI RESORTS INTL. LTD.,Hotels & restaurants,1988.0,IGGIRESORT
98827,INDIAN HOTELS CO. LTD.,Hotels & restaurants,1902.0,INDHOTEL
